,model,step,restart,candidate,result,best_f,steps_to_best_f,peak_memory,runtime_ms
118,BoBn,118,0,"{'x5': 0.9965984011561682, 'x1': 2.203165365526766, 'x4': 1.1138937459863962, 'x3': 1.285095625111732, 'x2': 1.5708128396756482}",4.495870590209961,4.496191501617432,45,199082496,13.12619924545288
119,BoBn,119,0,"{'x5': 0.9965985004710137, 'x1': 2.2031648615709605, 'x4': 1.113836161206729, 'x3': 1.2850953908713296, 'x2': 1.5708290844726611}",4.495888710021973,4.496191501617432,45,201132544,14.563071966171265
120,BoBn,120,0,"{'x5': 0.9965987962727819, 'x1': 2.2031643261402314, 'x4': 1.1138383889286956, 'x3': 1.2850954283014906, 'x2': 1.5708291343568905}",4.495760440826416,4.496191501617432,45,200339968,18.122929334640503
121,BoBn,121,0,"{'x5': 0.9965986648644527, 'x1': 2.203163738113984, 'x4': 1.1138378143850314, 'x3': 1.2850953327390453, 'x2': 1.570812550316167}",4.4958720207214355,4.496191501617432,45,200028160,17.355427026748657
122,BoBn,122,0,"{'x5': 0.9965996439139156, 'x1': 2.203163252217481, 'x4': 1.1138375513771177, 'x3': 1.2850951841157459, 'x2': 1.5708287491773272}",4.495804786682129,4.496191501617432,45,201399296,8.411942481994629
123,BoBn,123,0,"{'x5': 0.9965990505241539, 'x1': 2.2031626209863853, 'x4': 1.1138927385186363, 'x3': 1.285095083434364, 'x2': 1.5708124490949427}",4.4959397315979,4.496191501617432,45,202143232,14.188372373580933
124,BoBn,124,0,"{'x5': 0.9965994319022213, 'x1': 2.203162004896766, 'x4': 1.1138368605644329, 'x3': 1.2850950967920278, 'x2': 1.5708124142605702}",4.495911121368408,4.496191501617432,45,201779712,14.62631630897522
125,BoBn,125,0,"{'x5': 0.9965992800533549, 'x1': 2.2031614966466027, 'x4': 1.1138367298887217, 'x3': 1.285094981450167, 'x2': 1.570829499881103}",4.49583625793457,4.496191501617432,45,201665024,13.473325252532959
126,BoBn,126,0,"{'x5': 0.9965992618048494, 'x1': 2.203161052946831, 'x4': 1.1138363458024552, 'x3': 1.2850951518930256, 'x2': 1.570812192343923}",4.4957804679870605,4.496191501617432,45,202248192,14.634764432907104
127,BoBn,127,0,"{'x5': 0.9965996866859277, 'x1': 2.20316061019402, 'x4': 1.1138360590292542, 'x3': 1.2850948407410065, 'x2': 1.5708253507927117}",4.495833396911621,4.496191501617432,45,204527104,12.898411750793457
128,BoBn,128,0,"{'x5': 0.996599937192038, 'x1': 2.2031602358287445, 'x4': 1.113835802609562, 'x3': 1.2850947438006317, 'x2': 1.570812290861423}",4.49594783782959,4.496191501617432,45,204330496,25.784991025924683
129,BoBn,129,0,"{'x5': 0.9965959450227555, 'x1': 2.203159737436328, 'x4': 1.1138355634917418, 'x3': 1.285095365383764, 'x2': 1.5708125254327463}",4.496000289916992,4.496191501617432,45,204456960,15.795380353927612
130,BoBn,130,0,"{'x5': 0.9965995566666148, 'x1': 2.203159113248845, 'x4': 1.1138348089962267, 'x3': 1.2850945064105752, 'x2': 1.5708119872251374}",4.496112823486328,4.496191501617432,45,206102016,17.094545125961304
131,BoBn,131,0,"{'x5': 0.9966004258753186, 'x1': 2.2031587423036734, 'x4': 1.1138336374367512, 'x3': 1.285094968103677, 'x2': 1.5708114368036965}",4.495992183685303,4.496191501617432,45,206205440,13.21047306060791
132,BoBn,132,0,"{'x5': 0.9966000729492331, 'x1': 2.2031579635965057, 'x4': 1.1138345880216383, 'x3': 1.285094336004958, 'x2': 1.5708301242758433}",4.495916366577148,4.496191501617432,45,205999616,15.582775115966797
133,BoBn,133,0,"{'x5': 0.9966011211594159, 'x1': 2.203157529240999, 'x4': 1.1138344420244028, 'x3': 1.2851150030913847, 'x2': 1.5708110678664386}",4.495981216430664,4.496191501617432,45,207100416,11.144050598144531
134,BoBn,134,0,"{'x5': 0.9966008003938448, 'x1': 2.2031568534512886, 'x4': 1.1138341423790699, 'x3': 1.2851146779228797, 'x2': 1.5708298411065953}",4.495879650115967,4.496191501617432,45,206777344,15.382272720336914
135,BoBn,135,0,"{'x5': 0.996600247717052, 'x1': 2.203156199613743, 'x4': 1.1138340115684346, 'x3': 1.2851143864966632, 'x2': 1.5708300629516796}",4.495858669281006,4.496191501617432,45,207131136,15.637397050857544
136,BoBn,136,0,"{'x5': 0.9966003597407883, 'x1': 2.2031556510884003, 'x4': 1.1138333222273422, 'x3': 1.285094061671528, 'x2': 1.5708297559422644}",4.495920658111572,4.496191501617432,45,207655936,19.71867823600769
137,BoBn,137,0,"{'x5': 0.9966008455971284, 'x1': 2.203155034698487, 'x4': 1.1138330388335043, 'x3': 1.2850939649972817, 'x2': 1.570810713996334}",4.495896339416504,4.496191501617432,45,207451136,12.60212230682373
138,BoBn,138,0,"{'x5': 0.9966004332891776, 'x1': 2.203154622347985, 'x4': 1.113832889582711, 'x3': 1.285093922919356, 'x2': 1.570811259575616}",4.495945930480957,4.496191501617432,45,208769024,13.462228298187256
139,BoBn,139,0,"{'x5': 0.9966006577367931, 'x1': 2.203154022531652, 'x4': 1.1138323148638343, 'x3': 1.2850938740481628, 'x2': 1.570826153820188}",4.495855331420898,4.496191501617432,45,209102848,9.206292390823364
140,BoBn,140,0,"{'x5': 0.9966006196390295, 'x1': 2.2031534515126814, 'x4': 1.1138322926744526, 'x3': 1.2850942764606101, 'x2': 1.5708296340331733}",4.495909214019775,4.496191501617432,45,207682560,15.581405639648438
141,BoBn,141,0,"{'x5': 0.9966015686524565, 'x1': 2.2031529360066417, 'x4': 1.1138326651976418, 'x3': 1.2851023373971677, 'x2': 1.5708223381214512}",4.495772838592529,4.496191501617432,45,211272192,14.141067028045654
142,BoBn,142,0,"{'x5': 0.9966008482581914, 'x1': 2.203152360498658, 'x4': 1.1138317112639033, 'x3': 1.2850937534662965, 'x2': 1.5708240494957069}",4.495904445648193,4.496191501617432,45,211081216,25.52029037475586
143,BoBn,143,0,"{'x5': 0.9966011976965012, 'x1': 2.2031517660547015, 'x4': 1.1138314736122088, 'x3': 1.2850933866732415, 'x2': 1.5708236512820166}",4.4959330558776855,4.496191501617432,45,212201984,15.707385778427124
144,BoBn,144,0,"{'x5': 0.9966016343437097, 'x1': 2.2031516309837524, 'x4': 1.1138312053545538, 'x3': 1.2850932964888844, 'x2': 1.5708106082740907}",4.49578857421875,4.496191501617432,45,210489344,34.36555242538452
145,BoBn,145,0,"{'x5': 0.9966013235366834, 'x1': 2.203150975457352, 'x4': 1.1138307437233455, 'x3': 1.285093134100701, 'x2': 1.5708232664277577}",4.495747089385986,4.496191501617432,45,212661248,14.936315774917603
146,BoBn,146,0,"{'x5': 0.9966016167265531, 'x1': 2.2031503775096444, 'x4': 1.113830331152031, 'x3': 1.2850930718308136, 'x2': 1.5708254735763745}",4.495808124542236,4.496191501617432,45,210784768,8.431322813034058
147,BoBn,147,0,"{'x5': 0.9966017166576221, 'x1': 2.2031498873510853, 'x4': 1.113830399906805, 'x3': 1.2850929622357994, 'x2': 1.570824724899417}",4.496089935302734,4.496191501617432,45,213478400,14.426222085952759
148,BoBn,148,0,"{'x5': 0.996601667538958, 'x1': 2.203149343047096, 'x4': 1.113830150002832, 'x3': 1.2850928669647945, 'x2': 1.5708106142061709}",4.496119499206543,4.496191501617432,45,211797504,19.77690362930298
149,BoBn,149,0,"{'x5': 0.9966018955263247, 'x1': 2.2031487146621473, 'x4': 1.1138309183651236, 'x3': 1.2850929142566894, 'x2': 1.570811155481295}",4.496025562286377,4.496191501617432,45,213553152,12.415026426315308
150,BoBn,0,1,"{'x5': 0.9966017809343569, 'x1': 2.203148353018621, 'x4': 1.1138295987715034, 'x3': 1.2850926150499256, 'x2': 1.5708103028732856}",4.495791435241699,4.495791435241699,0,212992512,20.452720165252686
151,BoBn,1,1,"{'x5': 0.9966024558399615, 'x1': 2.203147872501328, 'x4': 1.1138292090738546, 'x3': 1.2850925578197625, 'x2': 1.5708209732414269}",4.495837211608887,4.495837211608887,1,213278208,15.312350273132324
152,BoBn,2,1,"{'x5': 0.9966020012732537, 'x1': 2.203147231693437, 'x4': 1.1138291579901924, 'x3': 1.285092480011084, 'x2': 1.5708238902734724}",4.495819568634033,4.495837211608887,1,214564352,14.69942307472229
153,BoBn,3,1,"{'x5': 0.9966017892804048, 'x1': 2.203146773544344, 'x4': 1.1138286671191393, 'x3': 1.2850923982797076, 'x2': 1.5708262536143398}",4.496026515960693,4.496026515960693,3,214503424,9.837436199188232
154,BoBn,4,1,"{'x5': 0.9966030957599773, 'x1': 2.203146341979169, 'x4': 1.1138284683017001, 'x3': 1.2850922941772065, 'x2': 1.5708100890033914}",4.495841979980469,4.496026515960693,3,213261824,17.05133891105652
155,BoBn,5,1,"{'x5': 0.9966028151496763, 'x1': 2.203145711849717, 'x4': 1.1138284500553974, 'x3': 1.285112383086857, 'x2': 1.5708275606981945}",4.495950222015381,4.496026515960693,3,215585280,13.8062162399292
156,BoBn,6,1,"{'x5': 0.9966024697792782, 'x1': 2.2031452083320997, 'x4': 1.1138280608848148, 'x3': 1.2851122385402909, 'x2': 1.5708258126607562}",4.495931625366211,4.496026515960693,3,215476736,13.59493613243103
157,BoBn,7,1,"{'x5': 0.996602391613612, 'x1': 2.2031446842334135, 'x4': 1.113828182058761, 'x3': 1.2851121938074381, 'x2': 1.5708254423459427}",4.495681285858154,4.496026515960693,3,218602496,15.024351835250854
158,BoBn,8,1,"{'x5': 0.9966021513053215, 'x1': 2.203144154826463, 'x4': 1.1138277020804659, 'x3': 1.2850924397303194, 'x2': 1.570809810823919}",4.49599552154541,4.496026515960693,3,217586688,20.35453462600708
159,BoBn,9,1,"{'x5': 0.9966024802005443, 'x1': 2.203143606330709, 'x4': 1.113827355809202, 'x3': 1.2850925581628962, 'x2': 1.5708097383826958}",4.496021270751953,4.496026515960693,3,217345024,25.25067901611328
160,BoBn,10,1,"{'x5': 0.9966020452722882, 'x1': 2.203143065671781, 'x4': 1.113827027367544, 'x3': 1.2850918980532982, 'x2': 1.5708096529305078}",4.495833396911621,4.496026515960693,3,217351680,12.835328578948975
161,BoBn,11,1,"{'x5': 0.9966025785543802, 'x1': 2.2031425723079807, 'x4': 1.113826564668298, 'x3': 1.2850918204658157, 'x2': 1.5708263740240094}",4.495883464813232,4.496026515960693,3,218405376,21.779886722564697
162,BoBn,12,1,"{'x5': 0.9966020252325085, 'x1': 2.2031420138864024, 'x4': 1.1138262863809092, 'x3': 1.285091575538552, 'x2': 1.5708195489503436}",4.495855331420898,4.496026515960693,3,218187776,32.51850080490112
163,BoBn,13,1,"{'x5': 0.9966030187275201, 'x1': 2.203141545883956, 'x4': 1.1138265445267146, 'x3': 1.285091530719423, 'x2': 1.570809404765554}",4.496074676513672,4.496074676513672,13,218463232,20.33961033821106
164,BoBn,14,1,"{'x5': 0.996603204011871, 'x1': 2.2031409699299878, 'x4': 1.1138260974098209, 'x3': 1.2850914728401963, 'x2': 1.5708092051647828}",4.4959564208984375,4.496074676513672,13,219531776,19.30000376701355
165,BoBn,15,1,"{'x5': 0.9966029042335551, 'x1': 2.2031404484078263, 'x4': 1.113826019327782, 'x3': 1.2850913397183426, 'x2': 1.5708095237099364}",4.496217250823975,4.496217250823975,15,219073536,20.023070573806763
166,BoBn,16,1,"{'x5': 0.9966027121713757, 'x1': 2.2031399851522115, 'x4': 1.113825792635536, 'x3': 1.2850912935793006, 'x2': 1.570809077186471}",4.495837688446045,4.496217250823975,15,219266048,17.06465172767639
167,BoBn,17,1,"{'x5': 0.9966030389755294, 'x1': 2.203139484661291, 'x4': 1.1138252086141067, 'x3': 1.2850912245997321, 'x2': 1.5708093834223977}",4.495885848999023,4.496217250823975,15,220623872,21.040765523910522
168,BoBn,18,1,"{'x5': 0.9966032359238908, 'x1': 2.2031389602747504, 'x4': 1.1138248851720658, 'x3': 1.2850912691280783, 'x2': 1.570808919558288}",4.495931625366211,4.496217250823975,15,220005376,22.266339540481567
169,BoBn,19,1,"{'x5': 0.9966035828340722, 'x1': 2.2031384616177667, 'x4': 1.1138247792011622, 'x3': 1.2850910055902196, 'x2': 1.5708244280160149}",4.495923042297363,4.496217250823975,15,222310912,9.520143508911133
170,BoBn,20,1,"{'x5': 0.9966026590813905, 'x1': 2.2031379419182957, 'x4': 1.1138245167724434, 'x3': 1.2850910227746435, 'x2': 1.5708090843288551}",4.49588680267334,4.496217250823975,15,221715456,21.702834606170654
171,BoBn,21,1,"{'x5': 0.9966035341502638, 'x1': 2.2031374812910833, 'x4': 1.1138243438935365, 'x3': 1.2851106622994126, 'x2': 1.570808890748271}",4.495916366577148,4.496217250823975,15,222333952,35.10494613647461
172,BoBn,22,1,"{'x5': 0.9966036493373852, 'x1': 2.2031369573930424, 'x4': 1.113823857744256, 'x3': 1.2851105869482302, 'x2': 1.570808722237477}",4.495787620544434,4.496217250823975,15,223635968,17.23075819015503
173,BoBn,23,1,"{'x5': 0.9966038451007996, 'x1': 2.203136452081051, 'x4': 1.1138238462268433, 'x3': 1.2851105260362374, 'x2': 1.5708084851465216}",4.496016502380371,4.496217250823975,15,221921792,17.270185470581055
174,BoBn,24,1,"{'x5': 0.9966038734759941, 'x1': 2.2031359139352054, 'x4': 1.1138238032222991, 'x3': 1.2851104433202662, 'x2': 1.5708087022604202}",4.495914459228516,4.496217250823975,15,224262144,18.927830696105957
175,BoBn,25,1,"{'x5': 0.9966038801879663, 'x1': 2.2031354047435197, 'x4': 1.1138233575882905, 'x3': 1.2851102978079532, 'x2': 1.5708086710806126}",4.49576997756958,4.496217250823975,15,223148032,15.088911056518555
176,BoBn,26,1,"{'x5': 0.9966040890852992, 'x1': 2.203134949812252, 'x4': 1.1138230287481599, 'x3': 1.2851102688414042, 'x2': 1.570808531330715}",4.495700836181641,4.496217250823975,15,225488384,25.897136449813843
177,BoBn,27,1,"{'x5': 0.9966042634116832, 'x1': 2.2031353679937657, 'x4': 1.1138229029674354, 'x3': 1.2851111608168333, 'x2': 1.5708083997172224}",4.496032238006592,4.496217250823975,15,224554496,15.908415794372559
178,BoBn,28,1,"{'x5': 0.9966044160389418, 'x1': 2.2031339877526595, 'x4': 1.1138226457068414, 'x3': 1.2851101536525604, 'x2': 1.5708083662704964}",4.496072292327881,4.496217250823975,15,227535872,16.831112146377563
179,BoBn,29,1,"{'x5': 0.9966045734470148, 'x1': 2.2031336215481216, 'x4': 1.1138222459426705, 'x3': 1.2851099987830512, 'x2': 1.5708083874149696}",4.49577522277832,4.496217250823975,15,227688448,9.981567144393921
180,BoBn,30,1,"{'x5': 0.9966041245081877, 'x1': 2.2031330709795935, 'x4': 1.113822051923325, 'x3': 1.285109902493988, 'x2': 1.5708082859233286}",4.495691776275635,4.496217250823975,15,228777472,16.662729024887085
181,BoBn,31,1,"{'x5': 0.9966040929294654, 'x1': 2.2031326408981395, 'x4': 1.113821916101124, 'x3': 1.2851097990060916, 'x2': 1.5708086100968721}",4.49592399597168,4.496217250823975,15,227995136,13.84106183052063
182,BoBn,32,1,"{'x5': 0.9966051436281361, 'x1': 2.203131984562231, 'x4': 1.1138215707586976, 'x3': 1.28510967123189, 'x2': 1.570808091521649}",4.495856285095215,4.496217250823975,15,227633664,18.89986801147461
183,BoBn,33,1,"{'x5': 0.9966046494226133, 'x1': 2.2031315569113294, 'x4': 1.113821469320097, 'x3': 1.2850907944325511, 'x2': 1.5708078849079605}",4.495841979980469,4.496217250823975,15,229807616,15.757253646850586
184,BoBn,34,1,"{'x5': 0.9966046173070818, 'x1': 2.2031310234042216, 'x4': 1.113821181855176, 'x3': 1.2850899321303664, 'x2': 1.5708078637507212}",4.495769500732422,4.496217250823975,15,229258240,14.810127258300781
185,BoBn,35,1,"{'x5': 0.9966056723856003, 'x1': 2.2031304852938094, 'x4': 1.1138211886278044, 'x3': 1.2851093276976397, 'x2': 1.5708084110624725}",4.495938301086426,4.496217250823975,15,229056512,18.4400954246521
186,BoBn,36,1,"{'x5': 0.9966046025448845, 'x1': 2.203129967982559, 'x4': 1.1138208757983228, 'x3': 1.2850897943166406, 'x2': 1.5708258222305063}",4.49611234664917,4.496217250823975,15,230728704,17.16602063179016
187,BoBn,37,1,"{'x5': 0.9966056627846938, 'x1': 2.203129533002959, 'x4': 1.1138205066020803, 'x3': 1.2850896832315688, 'x2': 1.5708078256589622}",4.496003150939941,4.496217250823975,15,228960256,17.857429265975952
188,BoBn,38,1,"{'x5': 0.9966046207697832, 'x1': 2.2031394709521908, 'x4': 1.113820540737146, 'x3': 1.2850896002082537, 'x2': 1.5708256787996007}",4.495880126953125,4.496217250823975,15,230785536,20.7636456489563
189,BoBn,39,1,"{'x5': 0.9966047184540813, 'x1': 2.2031386840150025, 'x4': 1.1138203377344014, 'x3': 1.2851088576600678, 'x2': 1.5708079154995058}",4.495916843414307,4.496217250823975,15,230728704,16.534008979797363
190,BoBn,40,1,"{'x5': 0.9966048466690596, 'x1': 2.2031381519128135, 'x4': 1.1138058965115574, 'x3': 1.2850893954892986, 'x2': 1.570807511679485}",4.495979309082031,4.496217250823975,15,232797184,21.765828132629395
191,BoBn,41,1,"{'x5': 0.9966049941549834, 'x1': 2.203137712698808, 'x4': 1.113868791056869, 'x3': 1.2850891079536793, 'x2': 1.570807533626252}",4.49580717086792,4.496217250823975,15,231258112,9.66109585762024
192,BoBn,42,1,"{'x5': 0.9966047964066533, 'x1': 2.2031368418881545, 'x4': 1.113819386749269, 'x3': 1.2851085730518166, 'x2': 1.5708075017136058}",4.495946407318115,4.496217250823975,15,233157120,30.21392560005188
193,BoBn,43,1,"{'x5': 0.9966044633429837, 'x1': 2.2031360643122566, 'x4': 1.1138686475729063, 'x3': 1.285089102140716, 'x2': 1.57080731171417}",4.496082782745361,4.496217250823975,15,231159808,18.810635328292847
194,BoBn,44,1,"{'x5': 0.9966050201493684, 'x1': 2.203126063201713, 'x4': 1.1138674715768246, 'x3': 1.285089008612395, 'x2': 1.570807281144736}",4.496144771575928,4.496217250823975,15,230445056,14.20701551437378
195,BoBn,45,1,"{'x5': 0.9966066072508623, 'x1': 2.2031236381917316, 'x4': 1.1138684360217694, 'x3': 1.285089056794456, 'x2': 1.570806944237869}",4.495889186859131,4.496217250823975,15,233577984,12.755162954330444
196,BoBn,46,1,"{'x5': 0.9966064563183664, 'x1': 2.2031250904094635, 'x4': 1.113867025991397, 'x3': 1.285088824558515, 'x2': 1.5708071819667646}",4.496194362640381,4.496217250823975,15,232717312,30.41746759414673
197,BoBn,47,1,"{'x5': 0.9966054505240953, 'x1': 2.2031246361313657, 'x4': 1.1138673744038567, 'x3': 1.285088760652482, 'x2': 1.5708072590128082}",4.495962619781494,4.496217250823975,15,234639360,25.09463095664978
198,BoBn,48,1,"{'x5': 0.9966056356435948, 'x1': 2.2031240063276014, 'x4': 1.1138673945559296, 'x3': 1.2850886684736837, 'x2': 1.5708071072586245}",4.495949745178223,4.496217250823975,15,236119040,18.313916206359863
199,BoBn,49,1,"{'x5': 0.9966053296681995, 'x1': 2.203123467930982, 'x4': 1.1138670839420397, 'x3': 1.2850886035061326, 'x2': 1.5708246676822926}",4.4957733154296875,4.496217250823975,15,235949056,14.298458099365234
200,BoBn,50,1,"{'x5': 0.9966070811809513, 'x1': 2.203123135455405, 'x4': 1.1138175140781814, 'x3': 1.285088746585833, 'x2': 1.5708248627667645}",4.495725154876709,4.496217250823975,15,236612608,17.77704906463623
201,BoBn,51,1,"{'x5': 0.9966070709680251, 'x1': 2.2031226274477396, 'x4': 1.113866387510085, 'x3': 1.2850883988939221, 'x2': 1.5708246708446483}",4.495872497558594,4.496217250823975,15,237106688,19.647889852523804
202,BoBn,52,1,"{'x5': 0.9966071697578611, 'x1': 2.2031220782340726, 'x4': 1.1138660429661675, 'x3': 1.2850883172725895, 'x2': 1.5708066683283264}",4.495804309844971,4.496217250823975,15,237796352,19.54551601409912
203,BoBn,53,1,"{'x5': 0.9966065074187349, 'x1': 2.2031216306466033, 'x4': 1.1138657609269944, 'x3': 1.2850882029560897, 'x2': 1.5708066601292785}",4.495835304260254,4.496217250823975,15,236814336,20.8730251789093
204,BoBn,54,1,"{'x5': 0.9966060293262751, 'x1': 2.203133195983478, 'x4': 1.1138654964360544, 'x3': 1.2850881102651248, 'x2': 1.5708066349215217}",4.495877742767334,4.496217250823975,15,238037504,20.2055606842041
205,BoBn,55,1,"{'x5': 0.9966060957331832, 'x1': 2.203120672057846, 'x4': 1.1138166537831615, 'x3': 1.2850880833312395, 'x2': 1.5708065611623268}",4.49582052230835,4.496217250823975,15,238742528,23.468656539916992
206,BoBn,56,1,"{'x5': 0.9966067016061659, 'x1': 2.2031268837642, 'x4': 1.1138160284020184, 'x3': 1.2850879963713024, 'x2': 1.570806545740647}",4.495883464813232,4.496217250823975,15,238725120,27.63216257095337
207,BoBn,57,1,"{'x5': 0.9966062517334029, 'x1': 2.2031274130988736, 'x4': 1.113864050627327, 'x3': 1.2850879005717628, 'x2': 1.5708063304183597}",4.495845794677734,4.496217250823975,15,239853568,19.562074899673462
208,BoBn,58,1,"{'x5': 0.9966060057127749, 'x1': 2.2031226439763576, 'x4': 1.1138159272540262, 'x3': 1.2850877935233989, 'x2': 1.5708062397193747}",4.496013164520264,4.496217250823975,15,239256576,15.479101657867432
209,BoBn,59,1,"{'x5': 0.9966065045536772, 'x1': 2.2031260942363153, 'x4': 1.1138158080162435, 'x3': 1.285087678974806, 'x2': 1.5708065644339466}",4.495892524719238,4.496217250823975,15,239444992,20.226262092590332
210,BoBn,60,1,"{'x5': 0.9966069935501161, 'x1': 2.203125540840445, 'x4': 1.1138147884638683, 'x3': 1.285106535384346, 'x2': 1.5708057485861324}",4.495966911315918,4.496217250823975,15,240186368,15.847171068191528
211,BoBn,61,1,"{'x5': 0.9966062971137246, 'x1': 2.203125664759325, 'x4': 1.1138155233560185, 'x3': 1.2850876232716117, 'x2': 1.5708058729109773}",4.4959917068481445,4.496217250823975,15,240936448,22.713629007339478
